Security,Holder,Weight
HLT UN Equity,Pershing Square Capital Management,0.1254
HLT UN Equity,Arrowstreet Capital LP,0.0051
HLT UN Equity,D1 Capital Partners LP,0.0573
HLT UN Equity,Darsana Capital Partners LP,0.1641
HLT UN Equity,Winslow Capital Management LLC,0.0105
HLT UN Equity,Foxhaven Asset Management LP,0.0693
HLT UN Equity,Holocene Advisors LP,0.0065
HLT UN Equity,ShawSpring Partners LLC,0.1422
HLT UN Equity,Renaissance Technologies LLC,0.0014
HLT UN Equity,Palestra Capital Management LLC,0.0483
HLT UN Equity,Pelham Capital Ltd,0.2822
HLT UN Equity,DE Shaw & Co LP,0.0000
HLT UN Equity,Millennium Management LLC/NY,0.0006
HLT UN Equity,Corient Private Wealth LLC,0.0012
HLT UN Equity,Point72 Asset Management LP,0.0000
HLT UN Equity,Balyasny Asset Management LP,0.0013
HLT UN Equity,Shellback Capital LP,0.0334
HLT UN Equity,MARSHALL WACE,0.0000
HLT UN Equity,Squarepoint Ops LLC,0.0013
HLT UN Equity,JS Capital Management LLC,0.0286
HOLX UW Equity,Renaissance Technologies LLC,0.0034
HOLX UW Equity,Arrowstreet Capital LP,0.0028
HOLX UW Equity,Citadel Advisors LLC,0.0011
HOLX UW Equity,Frontier Capital Management Co LLC,0.0077
HOLX UW Equity,Millennium Management LLC/NY,0.0008
HOLX UW Equity,AQR Capital Management LLC,0.0015
HOLX UW Equity,Bridgewater Associates LP,0.0024
HOLX UW Equity,MARSHALL WACE,0.0000
HOLX UW Equity,DE Shaw & Co LP,0.0000
HOLX UW Equity,Sandler Capital Management,0.0383
HOLX UW Equity,Two Sigma Investments LP,0.0000
HOLX UW Equity,TwinBeech Capital LP,0.0047
HOLX UW Equity,Cubist Systematic Strategies LLC,0.0018
HOLX UW Equity,Blue Door Asset Management LLC,0.0655
HOLX UW Equity,Adage Capital Management LP,0.0000
HOLX UW Equity,GlobeFlex Capital LP,0.0081
HOLX UW Equity,ExodusPoint Capital Management LP,0.0008
HOLX UW Equity,Gotham Asset Management LLC,0.0012
HOLX UW Equity,Point72 Asset Management LP,0.0000
HOLX UW Equity,Domini Impact Investments LLC,0.0000
HON UW Equity,Two Sigma Investments LP,0.0000
HON UW Equity,Adage Capital Management LP,0.0000
HON UW Equity,Millennium Management LLC/NY,0.0027
HON UW Equity,Citadel Advisors LLC,0.0026
HON UW Equity,Holocene Advisors LP,0.0094
HON UW Equity,Balyasny Asset Management LP,0.0055
HON UW Equity,Corient Private Wealth LLC,0.0040
HON UW Equity,Squarepoint Ops LLC,0.0056
HON UW Equity,Junto Capital Management LP,0.0205
HON UW Equity,DE Shaw & Co LP,0.0000
HON UW Equity,Renaissance Technologies LLC,0.0011
HON UW Equity,Alyeska Investment Group LP,0.0054
HON UW Equity,Scopus Asset Management LP,0.0235
HON UW Equity,TwinBeech Capital LP,0.0125
HON UW Equity,Locust Wood Capital Advisers LLC,0.0321
HON UW Equity,Douglas Lane & Associates LLC,0.0092
HON UW Equity,Woodline Partners LP,0.0067
HON UW Equity,Stonegate Investment Group LLC,0.0183
HON UW Equity,ExodusPoint Capital Management LP,0.0060
HON UW Equity,Schonfeld Strategic Advisors LLC,0.0043
HPE UN Equity,Arrowstreet Capital LP,0.0052
HPE UN Equity,Two Sigma Investments LP,0.0000
HPE UN Equity,AQR Capital Management LLC,0.0046
HPE UN Equity,Millennium Management LLC/NY,0.0015
HPE UN Equity,Hawk Ridge Capital Management LP,0.0529
HPE UN Equity,MARSHALL WACE,0.0000
HPE UN Equity,Squarepoint Ops LLC,0.0038
HPE UN Equity,Atreides Management LP,0.0157
HPE UN Equity,Alyeska Investment Group LP,0.0025
HPE UN Equity,LMR Partners LLP,0.0072
HPE UN Equity,Renaissance Technologies LLC,0.0004
HPE UN Equity,Point72 Asset Management LP,0.0000
HPE UN Equity,Glenview Capital Management LLC,0.0056
HPE UN Equity,Adage Capital Management LP,0.0000
HPE UN Equity,Portolan Capital Management LLC,0.0083
HPE UN Equity,Gotham Asset Management LLC,0.0019
HPE UN Equity,Capital Fund Management SA,0.0013
HPE UN Equity,Corient Private Wealth LLC,0.0002
HPE UN Equity,Highland Peak Capital LLC,0.0382
HPE UN Equity,GlobeFlex Capital LP,0.0046
HPQ UN Equity,Millennium Management LLC/NY,0.0019
HPQ UN Equity,Arrowstreet Capital LP,0.0016
HPQ UN Equity,Woodline Partners LP,0.0108
HPQ UN Equity,MARSHALL WACE,0.0000
HPQ UN Equity,AQR Capital Management LLC,0.0014
HPQ UN Equity,Point72 Asset Management LP,0.0000
HPQ UN Equity,Citadel Advisors LLC,0.0004
HPQ UN Equity,LMR Partners LLP,0.0076
HPQ UN Equity,Adage Capital Management LP,0.0000
HPQ UN Equity,Tudor Investment Corp,0.0037
HPQ UN Equity,DE Shaw & Co LP,0.0000
HPQ UN Equity,Squarepoint Ops LLC,0.0008
HPQ UN Equity,Cubist Systematic Strategies LLC,0.0015
HPQ UN Equity,ExodusPoint Capital Management LP,0.0013
HPQ UN Equity,Corient Private Wealth LLC,0.0002
HPQ UN Equity,Redwood Investment Management LLC,0.0086
HPQ UN Equity,Gotham Asset Management LLC,0.0017
HPQ UN Equity,Summit Street Capital Management L,0.0313
HPQ UN Equity,Two Sigma Investments LP,0.0000
HPQ UN Equity,TwinBeech Capital LP,0.0011
HRL UN Equity,Renaissance Technologies LLC,0.0015
HRL UN Equity,AQR Capital Management LLC,0.0011
HRL UN Equity,TOBAM SAS,0.0186
HRL UN Equity,Bridgewater Associates LP,0.0013
HRL UN Equity,Millennium Management LLC/NY,0.0002
HRL UN Equity,Citadel Advisors LLC,0.0002
HRL UN Equity,Distillate Capital Partners LLC,0.0000
HRL UN Equity,Holocene Advisors LP,0.0004
HRL UN Equity,Aigen Investment Management LP,0.0082
HRL UN Equity,Williams Jones Wealth Management L,0.0007
HRL UN Equity,Gotham Asset Management LLC,0.0010
HRL UN Equity,Edgestream Partners LP,0.0036
HRL UN Equity,Bayesian Capital Management LP,0.0040
HRL UN Equity,Adage Capital Management LP,0.0000
HRL UN Equity,ExodusPoint Capital Management LP,0.0002
HRL UN Equity,Graham Capital Management LP,0.0007
HRL UN Equity,White Pine Capital LLC,0.0065
HRL UN Equity,Peak6 Group LLC,0.0014
HRL UN Equity,Schonfeld Strategic Advisors LLC,0.0001
HRL UN Equity,Element Capital Management LLC,0.0010
HSIC UW Equity,ArrowMark Colorado Holdings LLC,0.0154
HSIC UW Equity,Millennium Management LLC/NY,0.0008
HSIC UW Equity,Balyasny Asset Management LP,0.0016
HSIC UW Equity,AQR Capital Management LLC,0.0009
HSIC UW Equity,Point72 Asset Management LP,0.0000
HSIC UW Equity,Renaissance Technologies LLC,0.0004
HSIC UW Equity,Woodline Partners LP,0.0019
HSIC UW Equity,Bridgewater Associates LP,0.0008
HSIC UW Equity,DE Shaw & Co LP,0.0000
HSIC UW Equity,Distillate Capital Partners LLC,0.0000
HSIC UW Equity,Citadel Advisors LLC,0.0001
HSIC UW Equity,TwinBeech Capital LP,0.0012
HSIC UW Equity,Corient Private Wealth LLC,0.0001
HSIC UW Equity,Prospector Partners LLC,0.0053
HSIC UW Equity,Palisade Capital Management LLC,0.0006
HSIC UW Equity,Cinctive Capital Management LP,0.0009
HSIC UW Equity,Campbell & Co Investment Adviser L,0.0039
HSIC UW Equity,Ergoteles LLC,0.0009
HSIC UW Equity,Fiduciary Trust International LLC,0.0011
HSIC UW Equity,Edgestream Partners LP,0.0016
HST UW Equity,Renaissance Technologies LLC,0.0015
HST UW Equity,Citadel Advisors LLC,0.0012
HST UW Equity,Millennium Management LLC/NY,0.0007
HST UW Equity,Adage Capital Management LP,0.0000
HST UW Equity,H/2 Credit Manager LP,0.0697
HST UW Equity,Point72 Asset Management LP,0.0000
HST UW Equity,Cinctive Capital Management LP,0.0079
HST UW Equity,GEM Realty Capital Inc,0.0275
HST UW Equity,Lighthouse Investment Partners LLC,0.0079
HST UW Equity,Land & Buildings Investment Manage,0.0190
HST UW Equity,Summit Global Investments LLC,0.0053
HST UW Equity,TwinBeech Capital LP,0.0013
HST UW Equity,AQR Capital Management LLC,0.0001
HST UW Equity,Schonfeld Strategic Advisors LLC,0.0002
HST UW Equity,Gotham Asset Management LLC,0.0005
HST UW Equity,Boothbay Fund Management LLC,0.0006
HST UW Equity,LMCG Investments LLC,0.0006
HST UW Equity,Bridgewater Associates LP,0.0001
HST UW Equity,Greenland Capital Management LP,0.0012
HST UW Equity,American Assets Investment Managem,0.0008
HSY UN Equity,Renaissance Technologies LLC,0.0082
HSY UN Equity,Two Sigma Investments LP,0.0000
HSY UN Equity,Arrowstreet Capital LP,0.0019
HSY UN Equity,Citadel Advisors LLC,0.0016
HSY UN Equity,AQR Capital Management LLC,0.0024
HSY UN Equity,Alyeska Investment Group LP,0.0065
HSY UN Equity,Balyasny Asset Management LP,0.0023
HSY UN Equity,Bridgewater Associates LP,0.0042
HSY UN Equity,Chilton Investment Co LLC,0.0173
HSY UN Equity,Millennium Management LLC/NY,0.0004
HSY UN Equity,MARSHALL WACE,0.0000
HSY UN Equity,Summit Global Investments LLC,0.0165
HSY UN Equity,Hudson Bay Capital Management LP,0.0032
HSY UN Equity,Squarepoint Ops LLC,0.0014
HSY UN Equity,Capital Fund Management SA,0.0036
HSY UN Equity,Adage Capital Management LP,0.0000
HSY UN Equity,ExodusPoint Capital Management LP,0.0026
HSY UN Equity,TOBAM SAS,0.0163
HSY UN Equity,Lighthouse Investment Partners LLC,0.0151
HSY UN Equity,Tudor Investment Corp,0.0024
HUM UN Equity,Starboard Value LP,0.0853
HUM UN Equity,Millennium Management LLC/NY,0.0027
HUM UN Equity,AQR Capital Management LLC,0.0046
HUM UN Equity,Farallon Capital Management LLC,0.0081
HUM UN Equity,Citadel Advisors LLC,0.0012
HUM UN Equity,PFM Health Sciences LP,0.0300
HUM UN Equity,Squarepoint Ops LLC,0.0038
HUM UN Equity,Arrowstreet Capital LP,0.0008
HUM UN Equity,TwinBeech Capital LP,0.0117
HUM UN Equity,High Ground Investment Management,0.4143
HUM UN Equity,Magnetar Financial LLC,0.0097
HUM UN Equity,Columbus Hill Capital Management L,0.1287
HUM UN Equity,Capital Fund Management SA,0.0048
HUM UN Equity,Frontier Capital Management Co LLC,0.0028
HUM UN Equity,TOBAM SAS,0.0204
HUM UN Equity,Renaissance Technologies LLC,0.0004
HUM UN Equity,Redmile Group LLC,0.0079
HUM UN Equity,Rhenman & Partners Asset Managemen,0.0216
HUM UN Equity,Azimut Holding SpA,0.0000
HUM UN Equity,Cubist Systematic Strategies LLC,0.0018
HWM UN Equity,Elliott Investment Management LP,0.0000
HWM UN Equity,Kensico Capital Management Corp,0.1215
HWM UN Equity,Farallon Capital Management LLC,0.0203
HWM UN Equity,Millennium Management LLC/NY,0.0013
HWM UN Equity,Alyeska Investment Group LP,0.0062
HWM UN Equity,Holocene Advisors LP,0.0027
HWM UN Equity,Adage Capital Management LP,0.0000
HWM UN Equity,Point72 Asset Management LP,0.0000
HWM UN Equity,AQR Capital Management LLC,0.0007
HWM UN Equity,Schonfeld Strategic Advisors LLC,0.0025
HWM UN Equity,Two Sigma Investments LP,0.0000
HWM UN Equity,Driehaus Capital Management LLC,0.0030
HWM UN Equity,Scopus Asset Management LP,0.0078
HWM UN Equity,Renaissance Technologies LLC,0.0002
HWM UN Equity,Cubist Systematic Strategies LLC,0.0011
HWM UN Equity,Woodline Partners LP,0.0010
HWM UN Equity,J Goldman & Co LP,0.0046
HWM UN Equity,Balyasny Asset Management LP,0.0002
HWM UN Equity,Gotham Asset Management LLC,0.0016
HWM UN Equity,Greenland Capital Management LP,0.0093
IBM UN Equity,Arrowstreet Capital LP,0.0032
IBM UN Equity,Renaissance Technologies LLC,0.0031
IBM UN Equity,Two Sigma Investments LP,0.0000
IBM UN Equity,MARSHALL WACE,0.0000
IBM UN Equity,Adage Capital Management LP,0.0000
IBM UN Equity,AQR Capital Management LLC,0.0015
IBM UN Equity,DE Shaw & Co LP,0.0000
IBM UN Equity,Citadel Advisors LLC,0.0007
IBM UN Equity,Millennium Management LLC/NY,0.0005
IBM UN Equity,Corient Private Wealth LLC,0.0011
IBM UN Equity,Chilton Investment Co LLC,0.0129
IBM UN Equity,Stonegate Investment Group LLC,0.0142
IBM UN Equity,Douglas Lane & Associates LLC,0.0070
IBM UN Equity,Squarepoint Ops LLC,0.0021
IBM UN Equity,Capital Fund Management SA,0.0039
IBM UN Equity,Aaron Wealth Advisors LLC,0.0284
IBM UN Equity,Azimuth Capital Investment Managem,0.0086
IBM UN Equity,Graham Capital Management LP,0.0064
IBM UN Equity,Gotham Asset Management LLC,0.0019
IBM UN Equity,Woodline Partners LP,0.0010
ICE UN Equity,Cantillon Capital Management LLC,0.0316
ICE UN Equity,Inclusive Capital Partners LP,0.1942
ICE UN Equity,Third Point LLC,0.0305
ICE UN Equity,Alkeon Capital Management LLC,0.0114
ICE UN Equity,Platinum Asset Management,0.0000
ICE UN Equity,Two Sigma Investments LP,0.0000
ICE UN Equity,Junto Capital Management LP,0.0426
ICE UN Equity,Kovitz Investment Group Partners L,0.0162
ICE UN Equity,Kensico Capital Management Corp,0.0420
ICE UN Equity,Samlyn Capital LLC,0.0158
ICE UN Equity,Senator Investment Group LP,0.0423
ICE UN Equity,Parsifal Capital Management LP,0.0504
ICE UN Equity,MARSHALL WACE,0.0000
ICE UN Equity,Renaissance Technologies LLC,0.0009
ICE UN Equity,Adage Capital Management LP,0.0000
ICE UN Equity,Citadel Advisors LLC,0.0007
ICE UN Equity,Schonfeld Strategic Advisors LLC,0.0049
ICE UN Equity,Corient Private Wealth LLC,0.0011
ICE UN Equity,Dendur Capital LP,0.0738
ICE UN Equity,Crescent Park Management LP,0.1017
IDXX UW Equity,Select Equity Group LP,0.0121
IDXX UW Equity,Winslow Capital Management LLC,0.0125
IDXX UW Equity,Capital Counsel LLC,0.1308
IDXX UW Equity,Williams Jones Wealth Management L,0.0275
IDXX UW Equity,Echo Street Capital Management LLC,0.0139
IDXX UW Equity,Arrowstreet Capital LP,0.0014
IDXX UW Equity,Frontier Capital Management Co LLC,0.0077
IDXX UW Equity,Corient Private Wealth LLC,0.0015
IDXX UW Equity,Bridgewater Associates LP,0.0033
IDXX UW Equity,Citadel Advisors LLC,0.0006
IDXX UW Equity,Squarepoint Ops LLC,0.0027
IDXX UW Equity,Adage Capital Management LP,0.0000
IDXX UW Equity,MARSHALL WACE,0.0000
IDXX UW Equity,Millennium Management LLC/NY,0.0002
IDXX UW Equity,Azimuth Capital Investment Managem,0.0073
IDXX UW Equity,Point72 Asset Management LP,0.0000
IDXX UW Equity,AQR Capital Management LLC,0.0003
IDXX UW Equity,Chilton Investment Co LLC,0.0036
IDXX UW Equity,Brasada Capital Management LP,0.0220
IDXX UW Equity,Waratah Capital Advisors Ltd,0.0050
IEX UN Equity,Two Sigma Investments LP,0.0000
IEX UN Equity,Echo Street Capital Management LLC,0.0082
IEX UN Equity,Renaissance Technologies LLC,0.0010
IEX UN Equity,Citadel Advisors LLC,0.0006
IEX UN Equity,DE Shaw & Co LP,0.0000
IEX UN Equity,Tudor Investment Corp,0.0047
IEX UN Equity,AQR Capital Management LLC,0.0005
IEX UN Equity,Balyasny Asset Management LP,0.0007
IEX UN Equity,Alyeska Investment Group LP,0.0014
IEX UN Equity,TwinBeech Capital LP,0.0035
IEX UN Equity,ExodusPoint Capital Management LP,0.0020
IEX UN Equity,Millennium Management LLC/NY,0.0002
IEX UN Equity,Corient Private Wealth LLC,0.0003
IEX UN Equity,Schonfeld Strategic Advisors LLC,0.0012
IEX UN Equity,Cubist Systematic Strategies LLC,0.0014
IEX UN Equity,Polar Asset Management Partners In,0.0027
IEX UN Equity,Woodline Partners LP,0.0015
IEX UN Equity,Squarepoint Ops LLC,0.0006
IEX UN Equity,Northstar Asset Management Inc/MA,0.0214
IEX UN Equity,Verition Fund Management LLC,0.0011
IFF UN Equity,Sachem Head Capital Management LP,0.2375
IFF UN Equity,LTS One Management LP,0.5534
IFF UN Equity,Viking Global Investors LP,0.0115
IFF UN Equity,Third Point LLC,0.0305
IFF UN Equity,Sessa Capital IM LP,0.0438
IFF UN Equity,Douglas Lane & Associates LLC,0.0118
IFF UN Equity,Icahn Enterprises LP,0.0033
IFF UN Equity,Millennium Management LLC/NY,0.0005
IFF UN Equity,Hawk Ridge Capital Management LP,0.0243
IFF UN Equity,Caden Capital Partners LP,0.1724
IFF UN Equity,DE Shaw & Co LP,0.0000
IFF UN Equity,Twin Tree Management LP,0.0065
IFF UN Equity,Citadel Advisors LLC,0.0003
IFF UN Equity,TwinBeech Capital LP,0.0052
IFF UN Equity,Point72 Asset Management LP,0.0000
IFF UN Equity,Squarepoint Ops LLC,0.0012
IFF UN Equity,Corient Private Wealth LLC,0.0005
IFF UN Equity,Osterweis Capital Management Inc,0.0141
IFF UN Equity,Adage Capital Management LP,0.0000
IFF UN Equity,Tudor Investment Corp,0.0018
ILMN UW Equity,Select Equity Group LP,0.0105
ILMN UW Equity,Southpoint Capital Advisors LP,0.0205
ILMN UW Equity,Citadel Advisors LLC,0.0010
ILMN UW Equity,Icahn Enterprises LP,0.0052
ILMN UW Equity,RTW Investments LP,0.0134
ILMN UW Equity,Douglas Lane & Associates LLC,0.0067
ILMN UW Equity,Balyasny Asset Management LP,0.0011
ILMN UW Equity,Casdin Capital LLC,0.0254
ILMN UW Equity,P Schoenfeld Asset Management LP,0.0370
ILMN UW Equity,Perceptive Advisors LLC,0.0079
ILMN UW Equity,Frontier Capital Management Co LLC,0.0025
ILMN UW Equity,Two Sigma Investments LP,0.0000
ILMN UW Equity,Adage Capital Management LP,0.0000
ILMN UW Equity,Twin Tree Management LP,0.0021
ILMN UW Equity,Woodline Partners LP,0.0010
ILMN UW Equity,Corient Private Wealth LLC,0.0002
ILMN UW Equity,Parallax Volatility Advisers LP,0.0023
ILMN UW Equity,Anqa Management LLC,0.0698
ILMN UW Equity,Readystate Asset Management LP,0.0065
ILMN UW Equity,Washington Trust Advisors Inc,0.0030
INCY UW Equity,Baker Bros Advisors LP,0.0000
INCY UW Equity,Renaissance Technologies LLC,0.0043
INCY UW Equity,Two Sigma Investments LP,0.0000
INCY UW Equity,Citadel Advisors LLC,0.0013
INCY UW Equity,DE Shaw & Co LP,0.0000
INCY UW Equity,Armistice Capital LLC,0.0278
INCY UW Equity,Millennium Management LLC/NY,0.0009
INCY UW Equity,Paradigm BioCapital Advisors LP,0.0696
INCY UW Equity,AQR Capital Management LLC,0.0012
INCY UW Equity,Squarepoint Ops LLC,0.0025
INCY UW Equity,Hudson Bay Capital Management LP,0.0045
INCY UW Equity,Woodline Partners LP,0.0037
INCY UW Equity,Cubist Systematic Strategies LLC,0.0032
INCY UW Equity,Balyasny Asset Management LP,0.0007
INCY UW Equity,Bridgewater Associates LP,0.0012
INCY UW Equity,Schonfeld Strategic Advisors LLC,0.0013
INCY UW Equity,Azimut Holding SpA,0.0000
INCY UW Equity,MARSHALL WACE,0.0000
INCY UW Equity,Tudor Investment Corp,0.0012
INCY UW Equity,Capital Fund Management SA,0.0011
INTC UW Equity,Millennium Management LLC/NY,0.0039
INTC UW Equity,MARSHALL WACE,0.0000
INTC UW Equity,Citadel Advisors LLC,0.0028
INTC UW Equity,Appaloosa LP,0.0419
INTC UW Equity,Holocene Advisors LP,0.0067
INTC UW Equity,Renaissance Technologies LLC,0.0020
INTC UW Equity,Adage Capital Management LP,0.0000
INTC UW Equity,Corient Private Wealth LLC,0.0017
INTC UW Equity,DE Shaw & Co LP,0.0000
INTC UW Equity,Point72 Asset Management LP,0.0000
INTC UW Equity,Alyeska Investment Group LP,0.0044
INTC UW Equity,AQR Capital Management LLC,0.0008
INTC UW Equity,Schonfeld Strategic Advisors LLC,0.0031
INTC UW Equity,Stonegate Investment Group LLC,0.0113
INTC UW Equity,Woodline Partners LP,0.0036
INTC UW Equity,Weiss Multi-Strategy Advisers LLC,0.0057
INTC UW Equity,Squarepoint Ops LLC,0.0013
INTC UW Equity,Staley Capital Advisers Inc,0.0117
INTC UW Equity,Capital Counsel LLC,0.0119
INTC UW Equity,Cinctive Capital Management LP,0.0084
INTU UW Equity,Lindsell Train Ltd,0.1117
INTU UW Equity,Tiger Global Management LLC,0.0405
INTU UW Equity,Viking Global Investors LP,0.0197
INTU UW Equity,Farallon Capital Management LLC,0.0221
INTU UW Equity,Arrowstreet Capital LP,0.0034
INTU UW Equity,Coatue Management LLC,0.0126
INTU UW Equity,Foxhaven Asset Management LP,0.0627
INTU UW Equity,Echo Street Capital Management LLC,0.0160
INTU UW Equity,Select Equity Group LP,0.0055
INTU UW Equity,Squarepoint Ops LLC,0.0080
INTU UW Equity,Williams Jones Wealth Management L,0.0194
INTU UW Equity,Adage Capital Management LP,0.0000
INTU UW Equity,Balyasny Asset Management LP,0.0032
INTU UW Equity,Rivulet Capital LLC,0.0640
INTU UW Equity,Palestra Capital Management LLC,0.0463
INTU UW Equity,Fernbridge Capital Management LP,0.0874
INTU UW Equity,Eminence Capital LP,0.0152
INTU UW Equity,ShawSpring Partners LLC,0.1149
INTU UW Equity,Millennium Management LLC/NY,0.0008
INTU UW Equity,Citadel Advisors LLC,0.0008
INVH UN Equity,Echo Street Capital Management LLC,0.0079
INVH UN Equity,AEW Capital Management LP,0.0257
INVH UN Equity,Millennium Management LLC/NY,0.0007
INVH UN Equity,Woodson Capital Management LP,0.0528
INVH UN Equity,MARSHALL WACE,0.0000
INVH UN Equity,Adage Capital Management LP,0.0000
INVH UN Equity,Washington Trust Advisors Inc,0.0091
INVH UN Equity,Tudor Investment Corp,0.0015
INVH UN Equity,TwinBeech Capital LP,0.0015
INVH UN Equity,Point72 Asset Management LP,0.0000
INVH UN Equity,Schonfeld Strategic Advisors LLC,0.0006
INVH UN Equity,Parallax Volatility Advisers LP,0.0014
INVH UN Equity,ExodusPoint Capital Management LP,0.0004
INVH UN Equity,Bridgewater Associates LP,0.0002
INVH UN Equity,Boothbay Fund Management LLC,0.0008
INVH UN Equity,Citadel Advisors LLC,0.0000
INVH UN Equity,GYL Financial Synergies LLC,0.0014
INVH UN Equity,Nicola Wealth Management Ltd,0.0014
INVH UN Equity,Squarepoint Ops LLC,0.0001
INVH UN Equity,AQR Capital Management LLC,0.0000
IP UN Equity,AQR Capital Management LLC,0.0015
IP UN Equity,Citadel Advisors LLC,0.0007
IP UN Equity,Twin Tree Management LP,0.0023
IP UN Equity,Adage Capital Management LP,0.0000
IP UN Equity,Squarepoint Ops LLC,0.0006
IP UN Equity,Balyasny Asset Management LP,0.0003
IP UN Equity,Gotham Asset Management LLC,0.0022
IP UN Equity,Holocene Advisors LP,0.0004
IP UN Equity,MARSHALL WACE,0.0000
IP UN Equity,Millennium Management LLC/NY,0.0001
IP UN Equity,DE Shaw & Co LP,0.0000
IP UN Equity,Kovitz Investment Group Partners L,0.0004
IP UN Equity,Schonfeld Strategic Advisors LLC,0.0003
IP UN Equity,Grey Street Capital LLC,0.0153
IP UN Equity,Corient Private Wealth LLC,0.0001
IP UN Equity,Redwood Investment Management LLC,0.0020
IP UN Equity,Cubist Systematic Strategies LLC,0.0002
IP UN Equity,Teza Capital Management LLC,0.0014
IP UN Equity,LMCG Investments LLC,0.0008
IP UN Equity,Lighthouse Investment Partners LLC,0.0006
IPG UN Equity,Millennium Management LLC/NY,0.0003
IPG UN Equity,Adage Capital Management LP,0.0000
IPG UN Equity,NewEdge Wealth LLC,0.0047
IPG UN Equity,Squarepoint Ops LLC,0.0008
IPG UN Equity,TwinBeech Capital LP,0.0024
IPG UN Equity,LMCG Investments LLC,0.0063
IPG UN Equity,Tudor Investment Corp,0.0015
IPG UN Equity,Corient Private Wealth LLC,0.0002
IPG UN Equity,Citadel Advisors LLC,0.0001
IPG UN Equity,Woodline Partners LP,0.0006
IPG UN Equity,Zweig-Dimenna Associates LLC,0.0067
IPG UN Equity,Gotham Asset Management LLC,0.0010
IPG UN Equity,Bridgewater Associates LP,0.0003
IPG UN Equity,Lake Street Advisors Group LLC,0.0014
IPG UN Equity,Redwood Investment Management LLC,0.0019
IPG UN Equity,Tocqueville Asset Management LP,0.0003
IPG UN Equity,Proquility Private Wealth Partners,0.0069
IPG UN Equity,TWIN Capital Management Inc,0.0020
IPG UN Equity,Centiva Capital LP,0.0008
IPG UN Equity,AQR Capital Management LLC,0.0000
IQV UN Equity,Farallon Capital Management LLC,0.0609
IQV UN Equity,Cantillon Capital Management LLC,0.0291
IQV UN Equity,Atalan Capital Partners LP,0.1334
IQV UN Equity,Citadel Advisors LLC,0.0017
IQV UN Equity,Two Sigma Investments LP,0.0000
IQV UN Equity,Steadfast Capital Management LP,0.0218
IQV UN Equity,Kensico Capital Management Corp,0.0222
IQV UN Equity,Magnetar Financial LLC,0.0108
IQV UN Equity,Frontier Capital Management Co LLC,0.0045
IQV UN Equity,PFM Health Sciences LP,0.0183
IQV UN Equity,Tybourne Capital Management HK Ltd,0.0484
IQV UN Equity,Balyasny Asset Management LP,0.0011
IQV UN Equity,Washington Trust Advisors Inc,0.0282
IQV UN Equity,Adage Capital Management LP,0.0000
IQV UN Equity,Arrowstreet Capital LP,0.0003
IQV UN Equity,Park West Asset Management LLC,0.0211
IQV UN Equity,Redmile Group LLC,0.0081
IQV UN Equity,Bayberry Capital Partners LP,0.0488
IQV UN Equity,GYL Financial Synergies LLC,0.0122
IQV UN Equity,Corsair Capital Management LP,0.0451
IR UN Equity,Balyasny Asset Management LP,0.0036
IR UN Equity,Millennium Management LLC/NY,0.0012
IR UN Equity,Holocene Advisors LP,0.0042
IR UN Equity,Douglas Lane & Associates LLC,0.0120
IR UN Equity,MARSHALL WACE,0.0000
IR UN Equity,Adage Capital Management LP,0.0000
IR UN Equity,PointState Capital LP,0.0174
IR UN Equity,Goodnow Investment Group LLC,0.0638
IR UN Equity,DE Shaw & Co LP,0.0000
IR UN Equity,TwinBeech Capital LP,0.0059
IR UN Equity,Scopus Asset Management LP,0.0099
IR UN Equity,Point72 Asset Management LP,0.0000
IR UN Equity,Symmetry Investments LP,0.0789
IR UN Equity,Greenhouse Funds LLLP,0.0208
IR UN Equity,Corient Private Wealth LLC,0.0004
IR UN Equity,Riposte Capital LLC,0.0690
IR UN Equity,Tudor Investment Corp,0.0019
IR UN Equity,Pinnbrook Capital Management LP,0.0635
IR UN Equity,Interval Partners LP,0.0053
IR UN Equity,Citadel Advisors LLC,0.0001
IRM UN Equity,Citadel Advisors LLC,0.0004
IRM UN Equity,Millennium Management LLC/NY,0.0003
IRM UN Equity,Corient Private Wealth LLC,0.0005
IRM UN Equity,Adage Capital Management LP,0.0000
IRM UN Equity,Cinctive Capital Management LP,0.0047
IRM UN Equity,ExodusPoint Capital Management LP,0.0013
IRM UN Equity,DE Shaw & Co LP,0.0000
IRM UN Equity,Ardsley Advisory Partners LP,0.0184
IRM UN Equity,AEW Capital Management LP,0.0023
IRM UN Equity,Point72 Asset Management LP,0.0000
IRM UN Equity,Azimuth Capital Investment Managem,0.0028
IRM UN Equity,TwinBeech Capital LP,0.0008
IRM UN Equity,Edgestream Partners LP,0.0034
IRM UN Equity,NEIRG Wealth Management LLC,0.0063
IRM UN Equity,Ergoteles LLC,0.0016
IRM UN Equity,Wolverine Asset Management LLC,0.0006
IRM UN Equity,Gotham Asset Management LLC,0.0005
IRM UN Equity,AQR Capital Management LLC,0.0001
IRM UN Equity,GlobeFlex Capital LP,0.0014
IRM UN Equity,Cipher Capital LP,0.0020
ISRG UW Equity,Winslow Capital Management LLC,0.0370
ISRG UW Equity,Citadel Advisors LLC,0.0075
ISRG UW Equity,MARSHALL WACE,0.0000
ISRG UW Equity,Millennium Management LLC/NY,0.0033
ISRG UW Equity,Arrowstreet Capital LP,0.0030
